Gender,OWN_CAR,OWN_REALTY,CNT_CHILDREN,ANN_INC,INC_CAT,EDU_LVL,STATUS,LIVING,OCCUPATION_TYPE,FAM_CNT,Age,Experience,target
F,N,N,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,50,4,0
M,Y,N,0,157500.0,Working,Higher education,Separated,House / apartment,Accountants,1,28,5,0
F,Y,N,1,67500.0,Working,Higher education,Married,House / apartment,Accountants,3,32,3,0
F,N,N,0,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,48,9,1
F,N,N,0,135000.0,Working,Secondary / secondary special,Married,Municipal apartment,Accountants,2,57,15,0
F,Y,N,0,31500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,48,21,0
M,Y,N,1,202500.0,Commercial associate,Higher education,Civil marriage,House / apartment,Accountants,3,34,7,0
F,N,N,2,171000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,4,40,3,0
F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,43,15,0
F,N,N,0,171000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,47,4,0
F,Y,N,0,225000.0,Working,Secondary / secondary special,Widow,House / apartment,Accountants,1,34,1,0
M,N,N,0,225000.0,Working,Higher education,Married,House / apartment,Accountants,2,36,8,0
F,Y,N,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,36,10,0
M,N,N,3,180000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,5,39,9,0
F,Y,N,2,121500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,4,30,7,0
F,N,N,0,135000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,Accountants,1,50,6,0
F,N,N,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,38,2,0
M,N,N,0,270000.0,Working,Secondary / secondary special,Separated,With parents,Accountants,1,36,3,0
F,N,N,0,103500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,40,11,0
F,Y,N,0,90000.0,Working,Higher education,Single / not married,House / apartment,Accountants,1,43,15,0
F,N,N,1,162000.0,Working,Incomplete higher,Civil marriage,House / apartment,Accountants,3,34,8,0
F,N,N,0,90000.0,Working,Secondary / secondary special,Married,Municipal apartment,Accountants,2,52,1,0
F,N,N,1,90000.0,Working,Secondary / secondary special,Married,Municipal apartment,Accountants,3,42,3,0
M,Y,N,2,292500.0,State servant,Secondary / secondary special,Married,With parents,Accountants,4,42,16,0
F,Y,N,0,225000.0,Working,Higher education,Married,House / apartment,Accountants,2,55,6,0
F,Y,N,0,148500.0,Commercial associate,Higher education,Married,House / apartment,Accountants,2,34,5,0
F,N,N,1,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,2,51,9,0
F,Y,N,1,184500.0,Working,Higher education,Separated,With parents,Accountants,2,36,12,0
F,N,N,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,53,0,0
F,Y,N,0,135000.0,Working,Secondary / secondary special,Widow,House / apartment,Accountants,1,63,9,0
M,N,N,0,135000.0,Commercial associate,Higher education,Married,House / apartment,Accountants,2,36,8,0
F,Y,N,0,189000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,48,1,0
F,Y,N,1,171000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,Accountants,3,38,17,0
F,Y,N,0,180000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,48,22,0
F,N,N,0,270000.0,State servant,Secondary / secondary special,Separated,House / apartment,Accountants,1,53,33,0
F,N,N,0,225000.0,Working,Higher education,Single / not married,House / apartment,Accountants,1,29,10,0
F,N,N,0,72000.0,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,51,4,0
F,Y,N,0,315000.0,Working,Higher education,Married,House / apartment,Accountants,2,37,9,0
F,N,N,0,108000.0,Working,Secondary / secondary special,Separated,House / apartment,Accountants,1,54,0,0
M,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,48,7,0
M,N,N,0,193500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,47,2,0
F,N,N,0,54000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,39,4,0
F,N,N,1,675000.0,Commercial associate,Higher education,Married,House / apartment,Accountants,3,29,2,0
F,Y,N,0,135000.0,Commercial associate,Higher education,Married,House / apartment,Accountants,2,31,2,0
F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,29,8,0
F,N,N,0,72000.0,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,30,0,0
F,Y,N,0,247500.0,State servant,Higher education,Single / not married,House / apartment,Accountants,1,46,11,0
F,N,N,0,121500.0,State servant,Higher education,Married,House / apartment,Accountants,2,60,14,0
F,N,N,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,32,2,0
M,Y,N,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,55,0,0
F,Y,N,0,562500.0,Working,Higher education,Married,House / apartment,Accountants,2,40,7,0
F,Y,N,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,Accountants,2,59,10,0
F,N,N,0,157500.0,Working,Higher education,Separated,House / apartment,Accountants,1,51,9,0
F,N,N,2,67500.0,Working,Secondary / secondary special,Married,Municipal apartment,Accountants,4,38,0,0
F,Y,N,0,67500.0,Working,Secondary / secondary special,Married,Municipal apartment,Accountants,2,40,5,0
M,N,N,0,180000.0,Working,Higher education,Married,House / apartment,Accountants,2,39,9,0
M,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,23,1,0
F,N,N,1,36000.0,Working,Secondary / secondary special,Married,Rented apartment,Accountants,3,36,15,0
F,N,N,2,315000.0,Commercial associate,Higher education,Married,House / apartment,Accountants,4,35,0,0
M,Y,N,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,24,0,0
F,Y,N,1,405000.0,Working,Secondary / secondary special,Married,Rented apartment,Accountants,3,37,4,0
F,Y,N,0,315000.0,Working,Higher education,Married,Co-op apartment,Accountants,2,35,6,0
F,Y,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,50,15,0
F,N,N,1,135000.0,Working,Higher education,Separated,House / apartment,Accountants,2,35,5,0
F,Y,N,0,157500.0,Working,Incomplete higher,Single / not married,House / apartment,Accountants,1,31,8,0
F,N,N,0,202500.0,Commercial associate,Higher education,Married,House / apartment,Accountants,2,30,7,0
F,N,N,0,202500.0,Commercial associate,Higher education,Married,House / apartment,Accountants,2,30,7,1
F,Y,N,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,Accountants,2,31,1,0
M,N,N,0,90000.0,Working,Secondary / secondary special,Single / not married,With parents,Accountants,1,24,2,0
M,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,35,4,0
M,Y,N,0,315000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,38,2,0
F,Y,N,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,4,32,4,0
F,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,41,4,0
F,Y,N,0,247500.0,Working,Higher education,Married,House / apartment,Accountants,2,43,4,0
F,N,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,Accountants,2,44,0,0
M,N,N,1,157500.0,Working,Higher education,Separated,With parents,Accountants,2,29,3,0
M,Y,N,0,306000.0,Working,Higher education,Married,House / apartment,Accountants,2,35,7,0
F,N,N,0,99000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,44,1,0
M,N,N,0,157500.0,Working,Lower secondary,Married,House / apartment,Accountants,2,40,0,0
M,Y,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,26,2,0
F,Y,N,2,90000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,4,35,10,0
M,Y,N,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,40,1,0
F,N,N,0,67500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,42,0,0
M,N,N,0,157500.0,Commercial associate,Secondary / secondary special,Civil marriage,Municipal apartment,Accountants,2,40,6,0
M,N,N,0,130500.0,Working,Secondary / secondary special,Single / not married,With parents,Accountants,1,32,9,0
F,N,N,0,315000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,Accountants,1,48,8,0
F,N,N,0,234000.0,Working,Secondary / secondary special,Widow,House / apartment,Accountants,1,60,28,0
F,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,52,18,0
M,N,N,1,99000.0,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,2,48,14,0
F,N,N,0,58500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,37,1,0
M,Y,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,4,29,6,0
M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,39,20,0
F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,With parents,Accountants,2,43,3,0
F,N,Y,0,126000.0,Working,Secondary / secondary special,Separated,House / apartment,Accountants,1,59,3,0
F,N,N,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,33,9,0
M,Y,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,34,2,0
F,N,N,1,157500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,Accountants,2,30,3,0
F,N,Y,1,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Accountants,3,45,5,0
F,Y,N,1,108000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,43,0,0
F,N,Y,0,157500.0,Working,Higher education,Married,House / apartment,Accountants,2,29,4,0
M,N,Y,0,67500.0,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,46,4,0
M,N,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,36,3,0
M,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,54,9,0
M,Y,N,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,52,13,0
F,Y,Y,0,360000.0,State servant,Higher education,Married,House / apartment,Accountants,2,39,16,0
F,N,Y,0,202500.0,Working,Secondary / secondary special,Widow,House / apartment,Accountants,1,51,3,0
M,Y,Y,3,450000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,Accountants,5,47,8,0
M,N,N,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,25,2,0
M,Y,Y,2,67500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,4,36,1,0
M,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,60,30,0
M,Y,Y,0,225000.0,Working,Incomplete higher,Married,House / apartment,Accountants,2,33,4,0
F,N,Y,0,126000.0,Working,Higher education,Married,House / apartment,Accountants,2,27,1,0
M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,35,2,0
F,N,Y,1,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,Accountants,3,44,4,0
M,N,N,1,225000.0,Working,Higher education,Married,House / apartment,Accountants,3,37,17,0
F,N,Y,0,69372.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,43,0,0
M,Y,Y,0,270000.0,Commercial associate,Higher education,Married,House / apartment,Accountants,2,58,4,0
F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,50,11,0
F,Y,Y,1,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,Accountants,3,43,6,0
F,N,Y,0,130500.0,Working,Secondary / secondary special,Widow,House / apartment,Accountants,1,49,9,0
F,N,Y,0,202500.0,Commercial associate,Higher education,Widow,House / apartment,Accountants,1,45,12,0
F,N,Y,0,180000.0,State servant,Higher education,Separated,House / apartment,Accountants,1,55,12,0
F,N,N,0,135000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,44,8,0
F,N,Y,1,134995.5,Working,Secondary / secondary special,Civil marriage,House / apartment,Accountants,3,35,5,0
F,Y,Y,1,103500.0,Working,Secondary / secondary special,Separated,House / apartment,Accountants,2,28,1,0
M,Y,Y,0,256500.0,Working,Higher education,Single / not married,House / apartment,Accountants,1,26,3,0
M,Y,Y,1,225000.0,Working,Higher education,Separated,House / apartment,Accountants,2,46,9,0
M,Y,Y,0,179100.0,Commercial associate,Secondary / secondary special,Married,Office apartment,Accountants,2,44,2,0
M,Y,Y,0,211500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,58,4,0
F,N,Y,0,166500.0,Commercial associate,Higher education,Married,House / apartment,Accountants,2,26,1,0
F,N,Y,0,252000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,57,3,0
M,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,50,29,0
M,N,Y,0,360000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,47,4,0
M,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,38,1,0
F,N,N,1,126000.0,State servant,Higher education,Single / not married,House / apartment,Accountants,2,43,24,0
F,N,Y,2,315000.0,State servant,Secondary / secondary special,Separated,Municipal apartment,Accountants,3,33,0,0
F,N,Y,0,180000.0,Working,Higher education,Married,House / apartment,Accountants,2,42,4,0
M,N,Y,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,25,2,0
M,N,Y,1,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,3,31,3,0
F,N,N,0,67500.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,Accountants,2,50,0,0
F,Y,Y,0,225000.0,Commercial associate,Higher education,Civil marriage,House / apartment,Accountants,2,29,0,0
F,Y,Y,1,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,3,37,0,0
F,Y,Y,0,256500.0,State servant,Higher education,Married,House / apartment,Accountants,2,38,9,0
F,N,Y,0,67500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,36,8,0
F,N,Y,1,337500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,35,9,0
F,Y,N,0,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,50,7,0
F,N,N,0,135000.0,Working,Secondary / secondary special,Civil marriage,With parents,Accountants,2,27,3,0
M,N,N,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,29,4,0
F,N,N,0,135000.0,State servant,Secondary / secondary special,Married,House / apartment,Accountants,2,54,9,0
